iter	Logloss
167	0.2637222185
168	0.2635454554
169	0.2629754264
170	0.2624986081
171	0.2620816058
172	0.2617065526
173	0.2613915882
174	0.2611730257
175	0.26081852
176	0.2606116533
177	0.260380309
178	0.2600780884
179	0.2598216886
180	0.2594817911
181	0.259175456
182	0.2590166063
183	0.2588241305
184	0.2586463258
185	0.2583939306
186	0.2579974337
187	0.2576780186
188	0.2574462027
189	0.2571873854
190	0.2569949806
191	0.25672585
192	0.2564520785
193	0.2562794545
194	0.2560570513
195	0.2558625743
196	0.255609375
197	0.2554892287
198	0.2552178747
199	0.2550557085
200	0.2547529203
201	0.2545601828
202	0.2541786224
203	0.2536528387
204	0.2534445508
205	0.2532611145
206	0.2530768704
207	0.2527417374
208	0.2525083127
209	0.2523315497
210	0.2519853866
211	0.2516901345
212	0.2514433328
213	0.2512304505
214	0.2509043778
215	0.2506511969
216	0.2504636385
217	0.2503322877
218	0.2500851873
219	0.2498622972
220	0.24968439
221	0.2494289297
222	0.2491034915
223	0.2489479181
224	0.2488084824
225	0.2485831075
226	0.248410125
227	0.2481544186
228	0.2479572915
229	0.2478018954
230	0.2476520304
231	0.247074605
232	0.2467522501
233	0.246579451
234	0.2464141536
235	0.2460474175
236	0.2458874907
237	0.2457177977
238	0.2454934202
239	0.2452790715
240	0.2449972472
241	0.244777128
242	0.244499314
243	0.244255026
244	0.244002501
245	0.243812966
246	0.2436189034
247	0.243487796
248	0.2432565885
249	0.2429856787
250	0.242778525
251	0.2427006923
252	0.2425823632
253	0.2424778848
254	0.2421711626
255	0.241965732
256	0.2418226968
257	0.2415883396
258	0.2414445003
259	0.2412541164
260	0.2411315892
261	0.2410345996
262	0.2408824513
263	0.2406217125
264	0.2404124821
265	0.2402064868
266	0.2399593172
267	0.2397734496
268	0.2395828124
269	0.2393889896
270	0.2391467341
271	0.2389765822
272	0.2386733636
273	0.2385201246
274	0.2383206389
275	0.2381604677
276	0.2380394531
277	0.2377470548
278	0.2375461083
279	0.2373483972
280	0.2372684783
281	0.2369761675
282	0.2368655031
283	0.2367175418
284	0.2365531519
285	0.2363690518
286	0.2362436578
287	0.2360000195
288	0.235829513
289	0.2355646447
290	0.2353416092
291	0.2350769645
292	0.2349438546
293	0.2344072788
294	0.2342273038
295	0.2340288926
296	0.2338925048
297	0.233786912
298	0.2335882889
299	0.2334632125
300	0.2333529981
301	0.2332611412
302	0.2331557497
303	0.2327171128
304	0.2325476649
305	0.2324372935
306	0.2320566525
307	0.2317865097
308	0.2314845941
309	0.2313101
310	0.2310940123
311	0.230881758
312	0.2306994131
313	0.2305959702
314	0.2304192569
315	0.2301888274
316	0.2300335377
317	0.2299066562
318	0.2297022048
319	0.2294452201
320	0.2292013262
321	0.2290951744
322	0.228792876
323	0.2286141308
324	0.2283936364
325	0.2281532886
326	0.2279643562
327	0.2277339263
328	0.2276561168
329	0.2275505396
330	0.2273111741
331	0.2269934594
332	0.2267563245
333	0.226629845
334	0.2263916808
335	0.2262012195
336	0.2260663747
337	0.225930796
338	0.2254965306
339	0.2252806141
340	0.2250421261
341	0.2248904429
342	0.2246818902
343	0.2245219586
344	0.2244265507
345	0.2241376141
346	0.2240455725
347	0.2237638983
348	0.2235402968
349	0.2232928546
350	0.2230874208
351	0.2228407646
352	0.222692237
353	0.2224825065
354	0.2223164716
355	0.2220452618
356	0.2216061819
357	0.2212620817
358	0.221104276
359	0.2206851414
360	0.2205552359
361	0.2203220249
362	0.2201811324
363	0.2200262633
364	0.2199258575
365	0.2197140921
366	0.2194806658
367	0.2193481043
368	0.219240616
369	0.2190935169
370	0.218949088
371	0.21871212
372	0.2185359167
373	0.2183932304
374	0.2181963395
375	0.2179832594
376	0.2178674814
377	0.2176931869
378	0.2175260561
379	0.2171701274
380	0.2169961453
381	0.2169152288
382	0.2167719582
383	0.2166327842
384	0.2165000468
385	0.2161173756
386	0.2159576341
387	0.2158355238
388	0.2157563348
389	0.215581429
390	0.2154578732
391	0.2152838054
392	0.2148968597
393	0.2147908566
394	0.2146992465
395	0.2145687469
396	0.2144532852
397	0.2142968358
398	0.2141345501
399	0.2140044636
400	0.2138953137
401	0.2137539844
402	0.2135938491
403	0.2134320438
404	0.2131387228
405	0.2130129501
406	0.2128476464
407	0.2126232689
408	0.2124859136
409	0.2123810756
410	0.2121768027
411	0.2120767378
412	0.2119376478
413	0.2117132023
414	0.2115733573
415	0.2113367413
416	0.2112619758
417	0.2110629551
418	0.2109114911
419	0.2107789986
420	0.2107035996
421	0.2105982777
422	0.2104596443
423	0.2102350847
424	0.2101595144
425	0.210057915
426	0.2099448103
427	0.2098135637
428	0.2096957837
429	0.2096106821
430	0.2093989995
431	0.2091798794
432	0.2090832765
433	0.2089948939
434	0.2087253636
435	0.2086058599
436	0.208476769
437	0.2083509545
438	0.2081427689
439	0.2080201547
440	0.2078375784
441	0.2074843175
442	0.2073763145
443	0.2072114452
444	0.2070546591
445	0.2069576524
446	0.2068689182
447	0.2067172261
448	0.2065829645
449	0.2064740972
450	0.2063277962
451	0.2061785837
452	0.2060751002
453	0.205981113
454	0.2058404655
455	0.2056683708
456	0.2055100894
457	0.2053314917
458	0.2052386862
459	0.2050996366
460	0.2049038719
461	0.2047815344
462	0.2046891683
463	0.2046147652
464	0.2043290705
465	0.2041837603
466	0.2040639434
467	0.2039836241
468	0.2038428914
469	0.2035221735
470	0.2033691934
471	0.2032528627
472	0.2031148801
473	0.2029099272
474	0.2027841771
475	0.2026026586
476	0.2024822049
477	0.2023801485
478	0.2021652849
479	0.20202734
480	0.2018944492
481	0.2016638905
482	0.2015393317
483	0.201422142
484	0.2013528771
485	0.2012349313
486	0.2011179097
487	0.2009096747
488	0.2007955368
489	0.2006761428
490	0.2004910313
491	0.2003885267
492	0.2001850582
493	0.2001218022
494	0.2000106481
495	0.1999349035
496	0.1997803157
497	0.1996711825
498	0.1995838637
499	0.1994290878
500	0.1993286021
501	0.1991511649
502	0.1990308242
503	0.1989315112
504	0.1987192319
505	0.1985683919
506	0.1984004836
507	0.1982340921
508	0.1981492716
509	0.1979852375
510	0.1977324526
511	0.1976336025
512	0.1974777435
513	0.1973498036
514	0.197260923
515	0.1971295721
516	0.1968732995
517	0.1966328309
518	0.1964910739
519	0.1963695689
520	0.1961766476
521	0.1959327414
522	0.1958561794
523	0.195764984
524	0.1956485531
525	0.1956042257
526	0.1955007011
527	0.1953500991
528	0.1952412935
529	0.1950425033
530	0.194960211
531	0.1948339558
532	0.1947039576
533	0.1945744979
534	0.1944644546
535	0.1943209379
536	0.194196184
537	0.1941156021
538	0.1939756208
539	0.1938662605
540	0.1937001543
541	0.1935933207
542	0.1934847555
543	0.1933839393
544	0.1932420293
545	0.193122351
546	0.1930233192
547	0.1929282696
548	0.1928687608
549	0.1927941131
550	0.1926622881
551	0.1924859794
552	0.1922443505
553	0.1921522145
554	0.1920827778
555	0.1919689601
556	0.1918579945
557	0.1917073059
558	0.1915811744
559	0.1915120999
560	0.191416874
561	0.1912228336
562	0.1911439054
563	0.1910797706
564	0.1909535153
565	0.1908785219
566	0.190828049
567	0.1906905399
568	0.1906282618
569	0.1905319299
570	0.190412079
571	0.1902947705
572	0.1901806175
573	0.1899935995
574	0.189876919
575	0.1897617472
576	0.1896905467
577	0.1896361757
578	0.1895528057
579	0.1894297569
580	0.1893514766
581	0.1892906288
582	0.1889896586
583	0.1889109863
584	0.1888671331
585	0.1887552967
586	0.1886895105
587	0.1886022927
588	0.1884634731
589	0.1884303393
590	0.1881932521
591	0.1881119475
592	0.187965666
593	0.1878706724
594	0.1877419377
595	0.1876424075
596	0.187534926
597	0.1874355057
598	0.1873315473
599	0.1872123717
600	0.1871431589
601	0.1870407627
602	0.1869350524
603	0.1868610091
604	0.1866894523
605	0.1866748222
606	0.1865595055
607	0.186492676
608	0.1863159324
609	0.1862388987
610	0.18616204
611	0.1859918994
612	0.1857796389
613	0.1857214435
614	0.1856073239
615	0.1854387467
616	0.1853660781
617	0.1852428651
618	0.1851394636
619	0.1849905442
620	0.1848804241
621	0.1847399752
622	0.1846483941
623	0.1844869077
624	0.1844190514
625	0.1843483691
626	0.1842180972
627	0.1840985067
628	0.1839747738
629	0.1838792449
630	0.1837667974
631	0.1836834984
632	0.1836038691
633	0.1834349851
634	0.183360042
635	0.1831942806
636	0.1831160497
637	0.1830466072
638	0.1829945978
639	0.1828877868
640	0.1828445335
641	0.1827069461
642	0.1825711737
643	0.1824486505
644	0.1823133488
645	0.1822234449
646	0.1821365882
647	0.1820000387
648	0.1819110706
649	0.1817877224
650	0.1816462616
651	0.1815304894
652	0.181442392
653	0.1814310257
654	0.1813585701
655	0.1812526365
656	0.1811598715
657	0.1810453141
658	0.1809109149
659	0.1807775832
660	0.1806925878
661	0.180561266
662	0.180382859
663	0.1802757156
664	0.1801903244
665	0.1800811378
666	0.1800125307
667	0.1798885573
668	0.1797571895
669	0.1796795662
670	0.1795461368
671	0.1794671243
672	0.179368064
673	0.1792321016
674	0.179154207
675	0.1790961898
676	0.1789694729
677	0.1788436946
678	0.1787249308
679	0.1786231532
680	0.1785698191
681	0.1784989674
682	0.1784014225
683	0.178265161
684	0.1781835565
685	0.1780576952
686	0.1779941335
687	0.1779050386
688	0.1777886817
689	0.1776689968
690	0.1775245079
691	0.1774366709
692	0.1773185053
693	0.1772255149
694	0.1771442218
695	0.1770162593
696	0.1769336788
697	0.1768738835
698	0.1767844622
699	0.1767334077
700	0.1765936993
701	0.1765336338
702	0.1764134999
703	0.1763303299
704	0.1762122454
705	0.1761109234
706	0.1760735324
707	0.1759543921
708	0.1758495443
709	0.1757788147
710	0.175664255
711	0.1755751015
712	0.1754426533
713	0.175386348
714	0.175247185
715	0.1751696796
716	0.1750934635
717	0.1750379099
718	0.1749154882
719	0.1748224072
720	0.1746994228
721	0.1746012245
722	0.1744717974
723	0.174333776
724	0.1742377363
725	0.1741572239
726	0.1741101461
727	0.1740007287
728	0.1738965255
729	0.1738443516
730	0.1736540423
731	0.1735775868
732	0.1735434422
733	0.1735108238
734	0.1734319306
735	0.1732985759
736	0.1731451224
737	0.1730586593
738	0.1729546989
739	0.1728878505
740	0.1728167969
741	0.172738622
742	0.1726259524
743	0.172547378
744	0.1724696186
745	0.1723557063
746	0.1722973426
747	0.1722361297
748	0.1721016863
749	0.1720574595
750	0.1719781233
751	0.1717753266
752	0.1716649511
753	0.1715807531
754	0.1715150316
755	0.1713989225
756	0.1712920118
757	0.1712311429
758	0.171182988
759	0.1711478746
760	0.1710538432
761	0.170943791
762	0.1708001184
763	0.1706864042
764	0.1706012274
765	0.1705451584
766	0.1704600301
767	0.1703710589
768	0.1701832399
769	0.1701129582
770	0.1700192293
771	0.1699151494
772	0.1698399388
773	0.1697346237
774	0.1696214566
775	0.1694533301
776	0.169385653
777	0.1692885037
778	0.169156519
779	0.169094693
780	0.1690434451
781	0.1689758271
782	0.1689210539
783	0.1688692832
784	0.168840089
785	0.1687763446
786	0.168754522
787	0.1686893846
788	0.1685732832
789	0.1685006422
790	0.168339363
791	0.1682734316
792	0.1682153172
793	0.1681660378
794	0.1680951249
795	0.1680031048
796	0.167957857
797	0.1678327784
798	0.1677807381
799	0.1676906805
800	0.1676030265
801	0.1675155617
802	0.1674623692
803	0.1673824611
804	0.167268059
805	0.1672116351
806	0.1671490615
807	0.1670444077
808	0.1669629204
809	0.1668641611
810	0.166679095
811	0.1665189229
812	0.1664714712
813	0.1663756026
814	0.1663197265
815	0.1662253293
816	0.1661560849
817	0.1660385332
818	0.1659464569
819	0.165829673
820	0.1657547452
821	0.1656753332
822	0.1655955497
823	0.1654590128
824	0.1653718099
825	0.1653340371
826	0.1652645036
827	0.1651587059
828	0.1650807774
829	0.1650088153
830	0.164898609
831	0.1648087455
832	0.1647657761
833	0.1646618592
834	0.164589882
835	0.1645258894
836	0.16447469
837	0.1644346463
838	0.1643521952
839	0.1642811161
840	0.1642132184
841	0.1640368982
842	0.1639340665
843	0.163871029
844	0.1638275169
845	0.1637245355
846	0.1636679999
847	0.1635944282
848	0.1635089639
849	0.1634558954
850	0.1633907483
851	0.1632784437
852	0.1631934987
853	0.1631098446
854	0.1630289848
855	0.1629780946
856	0.1628962017
857	0.1628052059
858	0.162727537
859	0.1626425018
860	0.162568106
861	0.1625166176
862	0.1624285919
863	0.1623852379
864	0.1622898127
865	0.1621818098
866	0.1621245082
867	0.1620422144
868	0.1619241867
869	0.1618351656
870	0.161765314
871	0.1617042552
872	0.1616347037
873	0.1615592654
874	0.161445087
875	0.1613647261
876	0.1612670337
877	0.1611624806
878	0.1610601714
879	0.1609814088
880	0.1608487243
881	0.1607947688
882	0.1607044121
883	0.1606099264
884	0.1605514108
885	0.1604502772
886	0.1603479106
887	0.1602459728
888	0.1601639212
889	0.1600751364
890	0.1599921856
891	0.1599044398
892	0.1598542915
893	0.1597593043
894	0.15968649
895	0.1596355779
896	0.1595799674
897	0.1595029493
898	0.1594353248
899	0.15939077
900	0.1593432358
901	0.159283698
902	0.1592339957
903	0.1591708133
904	0.1591027108
905	0.158933914
906	0.158778639
907	0.158704527
908	0.1586338533
909	0.1585643795
910	0.1584986222
911	0.1584365858
912	0.158357886
913	0.1582664244
914	0.1582133851
915	0.1581241626
916	0.1580408046
917	0.1579587522
918	0.1579118445
919	0.1577935472
920	0.1577382757
921	0.1576894965
922	0.1576600896
923	0.1576018283
924	0.1575300868
925	0.1573972545
926	0.1573355537
927	0.1571649732
928	0.157077522
929	0.1569806906
930	0.1569123787
931	0.1568488823
932	0.1567674518
933	0.1567079437
934	0.1566128233
935	0.1565306907
936	0.156441469
937	0.1563578801
938	0.156275935
939	0.1561952966
940	0.1561440715
941	0.1560539702
942	0.1559718508
943	0.1558801014
944	0.1558240118
945	0.1557643549
946	0.1556927829
947	0.1556003421
948	0.1555424677
949	0.1554902053
950	0.1554275901
951	0.1553714571
952	0.1552963479
953	0.1552496261
954	0.1551781328
955	0.155125799
956	0.155059512
957	0.1549774212
958	0.1549060852
959	0.154848214
960	0.1547614044
961	0.154714752
962	0.1546739673
963	0.1546307746
964	0.1545835929
965	0.1545410698
966	0.1544752422
967	0.1543890199
968	0.1542885244
969	0.1542244804
970	0.1542052281
971	0.1541314047
972	0.1540092387
973	0.1539118064
974	0.1538113225
975	0.1537484124
976	0.1536703568
977	0.1535638708
978	0.1534929985
979	0.1534410092
980	0.15336704
981	0.1532691263
982	0.1532005955
983	0.1531561765
984	0.1530868306
985	0.1530516179
986	0.1530146473
987	0.1529744427
988	0.1529174064
989	0.152836611
990	0.1527572857
991	0.1527076194
992	0.1526542994
993	0.1525827094
994	0.152524058
995	0.152443114
996	0.1523664393
997	0.152296756
998	0.1521771094
999	0.1521164345
